nb_genes,name,product,type,partition,subpartition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Vibrio_coralliilyticus_RE22A,Vibrio_coralliilyticus_ATCC_BAA-450,Vibrio_coralliilyticus_OCN008,Vibrio_coralliilyticus_SNUTY-1,Vibrio_coralliilyticus_RE22B,Vibrio_coralliilyticus_AIC-7,Vibrio_coralliilyticus_S2052,Vibrio_coralliilyticus_S2043,viz,label,Vibrio_coralliilyticus_OCN014,Vibrio_coralliilyticus_080116A,Vibrio_coralliilyticus_RE98,Vibrio_coralliilyticus_NA0301,Vibrio_coralliilyticus_58,Vibrio_coralliilyticus_RE87,Vibrio_coralliilyticus_P1,degree
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,458.0,458,1,,,,KFHGEANF_06204|KFHGEANF_00015,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06204,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1745.0,1745,1,,,,KFHGEANF_06206,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06206,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1325.0,1325,1,,,,KFHGEANF_06207,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06207,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,542.0,542,1,,,,KFHGEANF_06208,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06208,,,,,,,,2
1,xerD_6,Tyrosine recombinase XerD,CDS,cloud,C,exact_accessory,soft_accessory,671.0,671,1,,,,KFHGEANF_06209,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06209,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,584.0,584,1,,,,KFHGEANF_06210,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06210,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,491.0,491,1,,,,KFHGEANF_06211,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06211,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,206.0,206,1,,,,KFHGEANF_06212,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_06212,,,,,,,,2
15,fldA,Flavodoxin,CDS,persistent,P,exact_core,soft_core,533.0,533,15,IJBHHNBA_04269,CPFIEJMN_03562,FKIKDOPA_02218,KFHGEANF_01031,MKACMLCG_03191,NMLJHHJO_04174,NFFLFIEF_02705,GIHCKAFH_04652,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03562,AADFBFMN_02360,PFGAHHNN_01901,HCPBJEEI_00635,PNJLNNEM_03261,FLLLBHKB_01075,ACOGLMFH_04180,AHGDBNMD_03228,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,505.4,506,15,IJBHHNBA_04270,CPFIEJMN_03563,FKIKDOPA_02217,KFHGEANF_01030,MKACMLCG_03190,NMLJHHJO_04173,NFFLFIEF_02704,GIHCKAFH_04653,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03563,AADFBFMN_02361,PFGAHHNN_01900,HCPBJEEI_00634,PNJLNNEM_03260,FLLLBHKB_01076,ACOGLMFH_04181,AHGDBNMD_03227,2
15,fur,Ferric uptake regulation protein,CDS,persistent,P,exact_core,soft_core,446.0,446,15,IJBHHNBA_04271,CPFIEJMN_03564,FKIKDOPA_02216,KFHGEANF_01029,MKACMLCG_03189,NMLJHHJO_04172,NFFLFIEF_02703,GIHCKAFH_04654,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03564,AADFBFMN_02362,PFGAHHNN_01899,HCPBJEEI_00633,PNJLNNEM_03259,FLLLBHKB_01077,ACOGLMFH_04182,AHGDBNMD_03226,3
15,glnS,Glutamine--tRNA ligase,CDS,persistent,P,exact_core,soft_core,1670.0,1670,15,IJBHHNBA_04272,CPFIEJMN_03565,FKIKDOPA_02215,KFHGEANF_01028,MKACMLCG_03188,NMLJHHJO_04171,NFFLFIEF_02702,GIHCKAFH_04655,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03565,AADFBFMN_02365,PFGAHHNN_01898,HCPBJEEI_00632,PNJLNNEM_03258,FLLLBHKB_01080,ACOGLMFH_04183,AHGDBNMD_03225,3
15,nagE,PTS system N-acetylglucosamine-specific EIICBA component,CDS,persistent,P,exact_core,soft_core,1574.0,1574,15,IJBHHNBA_04273,CPFIEJMN_03566,FKIKDOPA_02214,KFHGEANF_01027,MKACMLCG_03187,NMLJHHJO_04170,NFFLFIEF_02701,GIHCKAFH_04656,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03566,AADFBFMN_02366,PFGAHHNN_01897,HCPBJEEI_00631,PNJLNNEM_03257,FLLLBHKB_01081,ACOGLMFH_04184,AHGDBNMD_03224,2
15,nagA,N-acetylglucosamine-6-phosphate deacetylase,CDS,persistent,P,exact_core,soft_core,1136.0,1136,15,IJBHHNBA_04274,CPFIEJMN_03567,FKIKDOPA_02213,KFHGEANF_01026,MKACMLCG_03186,NMLJHHJO_04169,NFFLFIEF_02700,GIHCKAFH_04657,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03567,AADFBFMN_02367,PFGAHHNN_01896,HCPBJEEI_00630,PNJLNNEM_03256,FLLLBHKB_01082,ACOGLMFH_04185,AHGDBNMD_03223,2
15,nagC,N-acetylglucosamine repressor,CDS,persistent,P,exact_core,soft_core,1214.0,1214,15,IJBHHNBA_04275,CPFIEJMN_03568,FKIKDOPA_02212,KFHGEANF_01025,MKACMLCG_03185,NMLJHHJO_04168,NFFLFIEF_02699,GIHCKAFH_04658,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03568,AADFBFMN_02368,PFGAHHNN_01895,HCPBJEEI_00629,PNJLNNEM_03255,FLLLBHKB_01083,ACOGLMFH_04186,AHGDBNMD_03222,2
15,asnB,Asparagine synthetase B [glutamine-hydrolyzing],CDS,persistent,P,exact_core,soft_core,1664.0,1664,15,IJBHHNBA_04277,CPFIEJMN_03570,FKIKDOPA_02210,KFHGEANF_01023,MKACMLCG_03183,NMLJHHJO_04166,NFFLFIEF_02697,GIHCKAFH_04660,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03570,AADFBFMN_02370,PFGAHHNN_01893,HCPBJEEI_00627,PNJLNNEM_03253,FLLLBHKB_01085,ACOGLMFH_04188,AHGDBNMD_03220,2
15,dtpT,Di-/tripeptide transporter,CDS,persistent,P,exact_core,soft_core,1391.0,1391,15,IJBHHNBA_04278,CPFIEJMN_03571,FKIKDOPA_02209,KFHGEANF_01022,MKACMLCG_03182,NMLJHHJO_04165,NFFLFIEF_02696,GIHCKAFH_04661,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03571,AADFBFMN_02371,PFGAHHNN_01892,HCPBJEEI_00626,PNJLNNEM_03252,FLLLBHKB_01086,ACOGLMFH_04189,AHGDBNMD_03219,3
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,140.0,140,15,IJBHHNBA_04282,CPFIEJMN_03575,FKIKDOPA_02205,KFHGEANF_01016,MKACMLCG_03178,NMLJHHJO_04161,NFFLFIEF_02692,GIHCKAFH_04665,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03575,AADFBFMN_02375,PFGAHHNN_01888,HCPBJEEI_00622,PNJLNNEM_03248,FLLLBHKB_01090,ACOGLMFH_04193,AHGDBNMD_03215,3
15,smrA,putative DNA endonuclease SmrA,CDS,persistent,P,exact_core,soft_core,581.0,581,15,IJBHHNBA_04283,CPFIEJMN_03576,FKIKDOPA_02204,KFHGEANF_01015,MKACMLCG_03177,NMLJHHJO_04160,NFFLFIEF_02691,GIHCKAFH_04666,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03576,AADFBFMN_02376,PFGAHHNN_01887,HCPBJEEI_00621,PNJLNNEM_03247,FLLLBHKB_01091,ACOGLMFH_04194,AHGDBNMD_03214,2
15,upp,Uracil phosphoribosyltransferase,CDS,persistent,P,exact_core,soft_core,626.0,626,15,IJBHHNBA_04285,CPFIEJMN_03578,FKIKDOPA_02202,KFHGEANF_01013,MKACMLCG_03175,NMLJHHJO_04158,NFFLFIEF_02689,GIHCKAFH_04668,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03578,AADFBFMN_02378,PFGAHHNN_01885,HCPBJEEI_00619,PNJLNNEM_03245,FLLLBHKB_01093,ACOGLMFH_04196,AHGDBNMD_03212,2
14,purM,Phosphoribosylformylglycinamidine cyclo-ligase,CDS,persistent,P,exact_accessory,soft_accessory,1040.0,1040,14,IJBHHNBA_04286,CPFIEJMN_03579,,KFHGEANF_01012,MKACMLCG_03174,NMLJHHJO_04157,NFFLFIEF_02688,GIHCKAFH_04669,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",CPFIEJMN_03579,AADFBFMN_02379,PFGAHHNN_01884,HCPBJEEI_00618,PNJLNNEM_03244,FLLLBHKB_01094,ACOGLMFH_04197,AHGDBNMD_03211,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,206.0,206,15,IJBHHNBA_04289,CPFIEJMN_03582,FKIKDOPA_02345,KFHGEANF_01009,MKACMLCG_03171,NMLJHHJO_04154,NFFLFIEF_02685,GIHCKAFH_04672,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03582,AADFBFMN_02382,PFGAHHNN_01881,HCPBJEEI_00615,PNJLNNEM_03241,FLLLBHKB_01097,ACOGLMFH_04200,AHGDBNMD_03208,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,191.0,191,15,IJBHHNBA_04290,CPFIEJMN_03583,FKIKDOPA_02344,KFHGEANF_01008,MKACMLCG_03170,NMLJHHJO_04153,NFFLFIEF_02684,GIHCKAFH_04673,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03583,AADFBFMN_02383,PFGAHHNN_01880,HCPBJEEI_00614,PNJLNNEM_03240,FLLLBHKB_01098,ACOGLMFH_04201,AHGDBNMD_03207,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,134.0,134,15,IJBHHNBA_04294,CPFIEJMN_03587,FKIKDOPA_02339,KFHGEANF_01004,MKACMLCG_03166,NMLJHHJO_04149,NFFLFIEF_02680,GIHCKAFH_04677,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03587,AADFBFMN_02388,PFGAHHNN_01876,HCPBJEEI_00610,PNJLNNEM_03236,FLLLBHKB_01102,ACOGLMFH_04205,AHGDBNMD_03203,4
15,abgT_2,p-aminobenzoyl-glutamate transport protein,CDS,persistent,P,exact_core,soft_core,1559.0,1559,15,IJBHHNBA_04296,CPFIEJMN_03589,FKIKDOPA_02337,KFHGEANF_01002,MKACMLCG_03164,NMLJHHJO_04147,NFFLFIEF_02678,GIHCKAFH_04679,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03589,AADFBFMN_02390,PFGAHHNN_01874,HCPBJEEI_00608,PNJLNNEM_03234,FLLLBHKB_01105,ACOGLMFH_04207,AHGDBNMD_03201,3
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,443.0,443,14,IJBHHNBA_04297,CPFIEJMN_03590,FKIKDOPA_02336,KFHGEANF_01001,MKACMLCG_03163,NMLJHHJO_04146,NFFLFIEF_02677,GIHCKAFH_04680,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",CPFIEJMN_03590,AADFBFMN_02391,PFGAHHNN_01873,HCPBJEEI_00607,PNJLNNEM_03233,FLLLBHKB_01106,ACOGLMFH_04208,,2
13,dnaJ,Chaperone protein DnaJ,CDS,persistent,P,exact_accessory,soft_accessory,1145.0,1145,13,IJBHHNBA_04302,CPFIEJMN_03596,FKIKDOPA_02330,,MKACMLCG_03158,NMLJHHJO_04141,NFFLFIEF_02672,GIHCKAFH_04685,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 13.0}",CPFIEJMN_03596,AADFBFMN_02396,PFGAHHNN_01868,HCPBJEEI_00602,PNJLNNEM_03228,,ACOGLMFH_04213,AHGDBNMD_04976,3
15,dnaK,Chaperone protein DnaK,CDS,persistent,P,exact_core,soft_core,1913.0,1913,15,IJBHHNBA_04303,CPFIEJMN_03597,FKIKDOPA_02329,KFHGEANF_00995,MKACMLCG_03157,NMLJHHJO_04140,NFFLFIEF_02671,GIHCKAFH_04686,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03597,AADFBFMN_02397,PFGAHHNN_01867,HCPBJEEI_00601,PNJLNNEM_03227,FLLLBHKB_01112,ACOGLMFH_04214,AHGDBNMD_04975,3
15,gltP_2,Proton/glutamate-aspartate symporter,CDS,persistent,P,exact_core,soft_core,1274.6,1277,15,IJBHHNBA_04304,CPFIEJMN_03598,FKIKDOPA_02328,KFHGEANF_00994,MKACMLCG_03156,NMLJHHJO_04139,NFFLFIEF_02670,GIHCKAFH_04687,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03598,AADFBFMN_02398,PFGAHHNN_01866,HCPBJEEI_00600,PNJLNNEM_03226,FLLLBHKB_01113,ACOGLMFH_04215,AHGDBNMD_04974,2
15,bamE,Outer membrane protein assembly factor BamE,CDS,persistent,P,exact_core,soft_core,359.0,359,15,IJBHHNBA_04308,CPFIEJMN_03602,FKIKDOPA_02324,KFHGEANF_00990,MKACMLCG_03152,NMLJHHJO_04135,NFFLFIEF_02666,GIHCKAFH_04691,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03602,AADFBFMN_02402,PFGAHHNN_01862,HCPBJEEI_00596,PNJLNNEM_03222,FLLLBHKB_01117,ACOGLMFH_04219,AHGDBNMD_04970,2
15,rnfH,Protein RnfH,CDS,persistent,P,exact_core,soft_core,355.6,353,15,IJBHHNBA_04309,CPFIEJMN_03603,FKIKDOPA_02323,KFHGEANF_00989,MKACMLCG_03151,NMLJHHJO_04134,NFFLFIEF_02665,GIHCKAFH_00570,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03603,AADFBFMN_02403,PFGAHHNN_05039,HCPBJEEI_00595,PNJLNNEM_03221,FLLLBHKB_01118,ACOGLMFH_04220,AHGDBNMD_04969,3
14,ratA,Ribosome association toxin RatA,CDS,persistent,P,exact_accessory,soft_accessory,443.0,443,14,IJBHHNBA_04310,CPFIEJMN_03604,FKIKDOPA_02322,,MKACMLCG_03150,NMLJHHJO_04133,NFFLFIEF_02664,GIHCKAFH_00571,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",CPFIEJMN_03604,AADFBFMN_02404,PFGAHHNN_05038,HCPBJEEI_00594,PNJLNNEM_03220,FLLLBHKB_01119,ACOGLMFH_04221,AHGDBNMD_04968,2
15,smpB,SsrA-binding protein,CDS,persistent,P,exact_core,soft_core,485.0,485,15,IJBHHNBA_04311,CPFIEJMN_03605,FKIKDOPA_02321,KFHGEANF_00987,MKACMLCG_03149,NMLJHHJO_04132,NFFLFIEF_02663,GIHCKAFH_00572,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03605,AADFBFMN_02405,PFGAHHNN_05037,HCPBJEEI_00593,PNJLNNEM_03219,FLLLBHKB_01120,ACOGLMFH_04222,AHGDBNMD_04967,9
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1136.0,1136,1,,CPFIEJMN_03608,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03608,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1511.0,1511,1,,CPFIEJMN_03609,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03609,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1691.0,1691,1,,CPFIEJMN_03610,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03610,,,,,,,,2
1,hsdM,Type I restriction enzyme EcoKI M protein,CDS,cloud,C,exact_accessory,soft_accessory,1532.0,1532,1,,CPFIEJMN_03611,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03611,,,,,,,,2
1,xerC_2,Tyrosine recombinase XerC,CDS,cloud,C,exact_accessory,soft_accessory,1100.0,1100,1,,CPFIEJMN_03613,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03613,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,443.0,443,1,,CPFIEJMN_03614,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03614,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,107.0,107,1,,CPFIEJMN_03615,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03615,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,206.0,206,1,,CPFIEJMN_03616,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03616,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,812.0,812,1,,CPFIEJMN_03617,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03617,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1208.0,1208,1,,CPFIEJMN_03618,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03618,,,,,,,,2
1,higA-1,Antitoxin HigA-1,CDS,cloud,C,exact_accessory,soft_accessory,257.0,257,1,,CPFIEJMN_03619,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",CPFIEJMN_03619,,,,,,,,2
14,bdlA,Biofilm dispersion protein BdlA,CDS,persistent,P,exact_accessory,soft_accessory,1310.0,1310,14,IJBHHNBA_04339,CPFIEJMN_03621,FKIKDOPA_02318,,MKACMLCG_03122,NMLJHHJO_04129,NFFLFIEF_02660,GIHCKAFH_00575,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",CPFIEJMN_03621,AADFBFMN_02415,PFGAHHNN_05019,HCPBJEEI_00577,PNJLNNEM_03201,FLLLBHKB_01153,ACOGLMFH_04225,AHGDBNMD_04964,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,101.0,101,3,,CPFIEJMN_03625,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",CPFIEJMN_03625,AADFBFMN_02419,,,,FLLLBHKB_01157,,,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,347.0,347,15,IJBHHNBA_04343,CPFIEJMN_03626,FKIKDOPA_02314,KFHGEANF_00977,MKACMLCG_03118,NMLJHHJO_04125,NFFLFIEF_02656,GIHCKAFH_00579,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_03626,AADFBFMN_02420,PFGAHHNN_05015,HCPBJEEI_00573,PNJLNNEM_03197,FLLLBHKB_01158,ACOGLMFH_04229,AHGDBNMD_04960,5
14,plsC_1,1-acyl-sn-glycerol-3-phosphate acyltransferase,CDS,persistent,P,exact_accessory,soft_accessory,764.0,764,14,IJBHHNBA_04345,CPFIEJMN_03628,FKIKDOPA_02311,,MKACMLCG_03116,NMLJHHJO_04123,NFFLFIEF_02654,GIHCKAFH_00581,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",CPFIEJMN_03628,AADFBFMN_02422,PFGAHHNN_05013,HCPBJEEI_00571,PNJLNNEM_03195,FLLLBHKB_01162,ACOGLMFH_04231,AHGDBNMD_04958,4
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,1364.0,1364,15,IJBHHNBA_03157,CPFIEJMN_04239,FKIKDOPA_05378,KFHGEANF_03176,MKACMLCG_01729,NMLJHHJO_02511,NFFLFIEF_04033,GIHCKAFH_01241,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04239,AADFBFMN_00482,PFGAHHNN_03448,HCPBJEEI_02428,PNJLNNEM_00987,FLLLBHKB_02515,ACOGLMFH_03478,AHGDBNMD_00890,3
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,2513.64,2543,14,IJBHHNBA_03158,CPFIEJMN_04240,,KFHGEANF_03177,MKACMLCG_01730,NMLJHHJO_02512,NFFLFIEF_04032,GIHCKAFH_01240,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",CPFIEJMN_04240,AADFBFMN_00481,PFGAHHNN_03449,HCPBJEEI_02429,PNJLNNEM_00988,FLLLBHKB_02514,ACOGLMFH_03479,AHGDBNMD_00889,3
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,743.0,743,15,IJBHHNBA_03159,CPFIEJMN_04241,FKIKDOPA_04963,KFHGEANF_03179,MKACMLCG_01731,NMLJHHJO_02513,NFFLFIEF_04031,GIHCKAFH_01239,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04241,AADFBFMN_00480,PFGAHHNN_03450,HCPBJEEI_02430,PNJLNNEM_00989,FLLLBHKB_02513,ACOGLMFH_03480,AHGDBNMD_00888,4
15,rhlB_1,ATP-dependent RNA helicase RhlB,CDS,persistent,P,exact_core,soft_core,1931.0,1931,15,IJBHHNBA_03161,CPFIEJMN_04243,FKIKDOPA_04961,KFHGEANF_03181,MKACMLCG_01733,NMLJHHJO_02515,NFFLFIEF_04029,GIHCKAFH_01237,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04243,AADFBFMN_00478,PFGAHHNN_03452,HCPBJEEI_02432,PNJLNNEM_00991,FLLLBHKB_02511,ACOGLMFH_03482,AHGDBNMD_00886,2
15,dinB,DNA polymerase IV,CDS,persistent,P,exact_core,soft_core,1084.8,1091,15,IJBHHNBA_03162,CPFIEJMN_04244,FKIKDOPA_04960,KFHGEANF_03182,MKACMLCG_01734,NMLJHHJO_02516,NFFLFIEF_04028,GIHCKAFH_01236,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04244,AADFBFMN_00477,PFGAHHNN_03453,HCPBJEEI_02433,PNJLNNEM_00992,FLLLBHKB_02510,ACOGLMFH_03483,AHGDBNMD_00885,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,254.0,254,15,IJBHHNBA_03164,CPFIEJMN_04246,FKIKDOPA_04958,KFHGEANF_03184,MKACMLCG_01736,NMLJHHJO_03526,NFFLFIEF_04026,GIHCKAFH_01234,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04246,AADFBFMN_00475,PFGAHHNN_03455,HCPBJEEI_02435,PNJLNNEM_00994,FLLLBHKB_02507,ACOGLMFH_03485,AHGDBNMD_00883,4
15,apbE_1,FAD:protein FMN transferase,CDS,persistent,P,exact_core,soft_core,995.2,1004,15,IJBHHNBA_03165,CPFIEJMN_04247,FKIKDOPA_04956,KFHGEANF_03185,MKACMLCG_01737,NMLJHHJO_03527,NFFLFIEF_04025,GIHCKAFH_01233,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04247,AADFBFMN_00474,PFGAHHNN_03456,HCPBJEEI_02436,PNJLNNEM_00995,FLLLBHKB_02506,ACOGLMFH_03486,AHGDBNMD_00882,3
15,nqrF,Na(+)-translocating NADH-quinone reductase subunit F,CDS,persistent,P,exact_core,soft_core,1223.0,1223,15,IJBHHNBA_03166,CPFIEJMN_04248,FKIKDOPA_04955,KFHGEANF_03186,MKACMLCG_01738,NMLJHHJO_03528,NFFLFIEF_04024,GIHCKAFH_01232,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04248,AADFBFMN_00473,PFGAHHNN_03457,HCPBJEEI_02437,PNJLNNEM_00996,FLLLBHKB_02505,ACOGLMFH_03487,AHGDBNMD_00881,2
15,nqrE,Na(+)-translocating NADH-quinone reductase subunit E,CDS,persistent,P,exact_core,soft_core,596.0,596,15,IJBHHNBA_03167,CPFIEJMN_04249,FKIKDOPA_04954,KFHGEANF_03187,MKACMLCG_01739,NMLJHHJO_03529,NFFLFIEF_04023,GIHCKAFH_01231,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04249,AADFBFMN_00472,PFGAHHNN_03458,HCPBJEEI_02438,PNJLNNEM_00997,FLLLBHKB_02504,ACOGLMFH_03488,AHGDBNMD_00880,2
15,nqrD,Na(+)-translocating NADH-quinone reductase subunit D,CDS,persistent,P,exact_core,soft_core,632.0,632,15,IJBHHNBA_03168,CPFIEJMN_04250,FKIKDOPA_04953,KFHGEANF_03188,MKACMLCG_01740,NMLJHHJO_03530,NFFLFIEF_04022,GIHCKAFH_01230,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",CPFIEJMN_04250,AADFBFMN_00471,PFGAHHNN_03459,HCPBJEEI_02439,PNJLNNEM_00998,FLLLBHKB_02503,ACOGLMFH_03489,AHGDBNMD_00879,2
